Money Line,,Run Line,,Total,,1st Half (5 Inn.),,2nd Half,,,,
16-Apr,9:45am,SDG-105,ARI-105,ARI-210,SDG+175,7 -115,7 -105,SDG-105,ARI-110,ARI-130,SDG+100,0165.csv
16-Apr,9:45am,SDG-105,ARI-105,ARI-210,SDG+175,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,9:50am,SDG-105,ARI-105,SDG-190,ARI+165,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,9:55am,SDG-105,ARI-105,SDG-190,ARI+165,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,12:35pm,SDG-105,ARI-105,SDG-190,ARI+165,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,2:05pm,SDG-105,ARI-105,SDG-175,ARI+155,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,2:10pm,SDG-105,ARI-105,SDG-175,ARI+155,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,2:15pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -115,7 -105,SDG-102,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,2:55pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -115,7 -105,SDG-102,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,3:25pm,SDG-105,ARI-105,SDG-175,ARI+155,7 -115,7 -105,SDG-105,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,3:40pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -115,7 -105,SDG-102,ARI-110,ARI-125,SDG+105,0165.csv
16-Apr,4:35pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -115,7 -105,SDG-102,ARI-110,ARI-115,SDG-105,0165.csv
16-Apr,5:05pm,ARI-109,SDG-101,SDG-175,ARI+155,7 -115,7 -105,SDG-101,ARI-110,ARI-115,SDG-105,0165.csv
16-Apr,5:20pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -115,7 -105,SDG-102,ARI-110,ARI-115,SDG-105,0165.csv
16-Apr,5:45pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -125,7 +105,SDG-102,ARI-110,ARI-115,SDG-105,0165.csv
16-Apr,6:15pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -125,7 +105,ARI-115,SDG-105,ARI-115,SDG-105,0165.csv
16-Apr,6:50pm,ARI-109,SDG-101,SDG-175,ARI+155,7 -125,7 +105,ARI-115,SDG-105,ARI-115,SDG-105,0165.csv
16-Apr,6:55pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -125,7 +105,ARI-115,SDG-105,ARI-115,SDG-105,0165.csv
16-Apr,6:55pm,ARI-108,SDG-102,SDG-175,ARI+155,7 -125,7 +105,SDG-102,ARI-110,ARI-115,SDG-105,0165.csv
16-Apr,8:40pm,ARI-108,SDG-102,SDG-175,ARI+155,7.5 -110,7.5 -110,SDG-102,ARI-110,ARI-115,SDG-105,0165.csv
15-Apr,1:05pm,LAD-120,SFO+110,SFO-215,LAD+185,6.5 -110,6.5 -110,,,,,0166.csv
15-Apr,2:30pm,LAD-120,SFO+110,SFO-215,LAD+185,7 -120,7 +100,,,,,0166.csv
15-Apr,2:35pm,LAD-120,SFO+110,SFO-205,LAD+175,7 -120,7 +100,,,,,0166.csv
15-Apr,4:05pm,LAD-120,SFO+100,SFO-205,LAD+175,7 -115,7 -105,,,,,0166.csv
15-Apr,4:40pm,LAD-120,SFO+100,SFO-205,LAD+175,7 -120,7 +100,,,,,0166.csv
15-Apr,7:05pm,LAD-115,SFO+105,SFO-205,LAD+175,7 -120,7 +100,,,,,0166.csv
15-Apr,7:55pm,LAD-117,SFO+107,SFO-205,LAD+175,7 -120,7 +100,,,,,0166.csv
15-Apr,8:10pm,LAD-117,SFO+107,SFO-210,LAD+175,7 -120,7 +100,,,,,0166.csv
15-Apr,8:25pm,LAD-115,SFO+105,SFO-210,LAD+175,7 -120,7 +100,,,,,0166.csv
15-Apr,11:10pm,LAD-117,SFO+107,SFO-210,LAD+175,7 -115,7 -105,,,,,0166.csv
16-Apr,7:15am,LAD-117,SFO+107,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,,,0166.csv
16-Apr,7:20am,LAD-117,SFO+107,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,,,0166.csv
16-Apr,8:55am,LAD-117,SFO+107,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,,,0166.csv
16-Apr,8:55am,LAD-117,SFO+107,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-130,LAD+100,0166.csv
16-Apr,9:05am,LAD-117,SFO+107,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-130,LAD+100,0166.csv
16-Apr,9:35am,LAD-115,SFO+105,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-130,LAD+100,0166.csv
16-Apr,9:40am,LAD-120,SFO+110,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-130,LAD+100,0166.csv
16-Apr,9:45am,LAD-120,SFO+110,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-120,LAD+100,0166.csv
16-Apr,9:50am,LAD-120,SFO+110,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-120,LAD+100,0166.csv
16-Apr,9:55am,LAD-120,SFO+110,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-120,LAD+100,0166.csv
16-Apr,10:15am,LAD-116,SFO+106,SFO-210,LAD+175,7 -115,7 -105,LAD-116,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,10:15am,LAD-116,SFO+106,SFO-210,LAD+175,7 -115,7 -105,LAD-120,SFO+100,SFO-120,LAD+100,0166.csv
16-Apr,10:20am,LAD-112,SFO+102,SFO-210,LAD+175,7 -115,7 -105,LAD-112,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,10:25am,LAD-112,SFO+102,SFO-220,LAD+180,7 -115,7 -105,LAD-112,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,11:45am,LAD-105,SFO-105,SFO-240,LAD+200,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,11:55am,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,12:25pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,12:45pm,LAD-110,SFO+100,SFO-235,LAD+195,7 -115,7 -105,LAD-110,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,12:55pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,1:45pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,2:00pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -105,7 -115,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,2:10pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,4:30pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-120,LAD+100,0166.csv
16-Apr,4:35pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,5:15pm,LAD-105,SFO-105,SFO-235,LAD+195,7 -115,7 -105,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,5:40pm,LAD-105,SFO-105,SFO-230,LAD+190,7 -115,7 -105,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,5:50pm,LAD-105,SFO-105,SFO-230,LAD+190,7.5 -105,7.5 -115,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,6:10pm,LAD-105,SFO-105,SFO-230,LAD+190,7 -125,7 +105,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,6:15pm,LAD-105,SFO-105,SFO-230,LAD+190,7.5 +100,7.5 -120,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,6:20pm,LAD-105,SFO-105,SFO-230,LAD+190,7.5 +100,7.5 -120,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,7:20pm,LAD-105,SFO-105,SFO-230,LAD+190,7.5 +100,7.5 -120,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,8:50pm,LAD-105,SFO-105,SFO-230,LAD+190,7.5 +100,7.5 -120,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,9:00pm,LAD-105,SFO-105,SFO-230,LAD+190,7.5 +100,7.5 -120,LAD-105,SFO-110,SFO-115,LAD-105,0166.csv
16-Apr,1:10pm,NYY-146,SEA+136,SEA-175,NYY+155,8 -105,8 -115,,,,,0167.csv
16-Apr,2:20pm,NYY-146,SEA+136,SEA-175,NYY+155,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,2:25pm,NYY-160,SEA+135,SEA-175,NYY+155,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,2:30pm,NYY-148,SEA+138,SEA-175,NYY+155,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,2:35pm,NYY-148,SEA+138,SEA-170,NYY+150,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,5:55pm,NYY-165,SEA+140,SEA-160,NYY+140,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,7:45pm,NYY-150,SEA+140,SEA-160,NYY+140,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,8:10pm,NYY-155,SEA+145,SEA-160,NYY+140,7.5 -110,7.5 -110,,,,,0167.csv
16-Apr,8:55pm,NYY-150,SEA+140,SEA-160,NYY+140,7.5 -110,7.5 -110,,,,,0167.csv
17-Apr,3:30am,NYY-150,SEA+135,SEA-160,NYY+140,7.5 -110,7.5 -110,,,,,0167.csv
17-Apr,4:05am,NYY-150,SEA+140,SEA-160,NYY+140,7.5 -110,7.5 -110,,,,,0167.csv
17-Apr,7:10am,NYY-150,SEA+140,SEA-160,NYY+140,7.5 -110,7.5 -110,NYY-150,SEA+130,,,0167.csv
17-Apr,7:30am,NYY-155,SEA+145,SEA-160,NYY+140,7.5 -110,7.5 -110,NYY-150,SEA+130,,,0167.csv
17-Apr,7:30am,NYY-155,SEA+145,SEA-160,NYY+140,7.5 -110,7.5 -110,NYY-160,SEA+140,,,0167.csv
17-Apr,8:05am,NYY-155,SEA+145,SEA-160,NYY+140,7.5 -110,7.5 -110,NYY-160,SEA+140,,,0167.csv
17-Apr,8:15am,NYY-155,SEA+145,SEA-160,NYY+140,7.5 -110,7.5 -110,NYY-155,SEA+135,,,0167.csv
17-Apr,8:35am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -110,7.5 -110,NYY-155,SEA+135,,,0167.csv
17-Apr,8:50am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-155,SEA+135,,,0167.csv
17-Apr,8:55am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -110,7.5 -110,NYY-155,SEA+135,,,0167.csv
17-Apr,9:00am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -125,7.5 +105,NYY-155,SEA+135,,,0167.csv
17-Apr,9:00am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -125,7.5 +105,NYY-155,SEA+135,NYY-141,SEA-110,0167.csv
17-Apr,9:05am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-141,SEA-110,0167.csv
17-Apr,9:05am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-155,SEA+135,NYY-141,SEA-110,0167.csv
17-Apr,9:20am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-141,SEA-110,0167.csv
17-Apr,9:25am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -125,7.5 +105,NYY-150,SEA+130,NYY-141,SEA-110,0167.csv
17-Apr,10:15am,NYY-150,SEA+135,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-150,SEA-110,0167.csv
17-Apr,10:25am,NYY-145,SEA+135,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-145,SEA-110,0167.csv
17-Apr,10:45am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-141,SEA-110,0167.csv
17-Apr,10:55am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-141,SEA-110,0167.csv
17-Apr,11:05am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-150,SEA+130,NYY-141,SEA-110,0167.csv
17-Apr,11:10am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-145,SEA+125,NYY-141,SEA-110,0167.csv
17-Apr,11:20am,NYY-141,SEA+131,SEA-170,NYY+150,7.5 -120,7.5 +100,NYY-145,SEA+125,NYY-141,SEA-110,0167.csv
17-Apr,11:25am,NYY-125,SEA+115,SEA-180,NYY+160,7.5 -120,7.5 +100,NYY-130,SEA+110,NYY-125,SEA-110,0167.csv
17-Apr,11:25am,NYY-125,SEA+115,SEA-180,NYY+160,7.5 -120,7.5 +100,NYY-145,SEA+125,NYY-125,SEA-110,0167.csv
17-Apr,11:35am,NYY-128,SEA+118,SEA-180,NYY+160,7.5 -115,7.5 -105,NYY-130,SEA+110,NYY-128,SEA-110,0167.csv
17-Apr,11:40am,NYY-128,SEA+118,SEA-180,NYY+160,7.5 -120,7.5 +100,NYY-130,SEA+110,NYY-128,SEA-110,0167.csv
17-Apr,11:45am,NYY-130,SEA+120,SEA-180,NYY+160,7.5 -120,7.5 +100,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,11:50am,NYY-130,SEA+120,SEA-180,NYY+160,7.5 -115,7.5 -105,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,11:55am,NYY-128,SEA+118,SEA-180,NYY+160,7.5 -115,7.5 -105,NYY-130,SEA+110,NYY-128,SEA-110,0167.csv
17-Apr,12:00pm,NYY-130,SEA+120,SEA-180,NYY+160,7.5 -115,7.5 -105,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,12:20pm,NYY-130,SEA+120,SEA-180,NYY+160,7.5 -115,7.5 -105,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,12:25pm,NYY-130,SEA+120,SEA-180,NYY+160,7.5 -110,7.5 -110,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,12:30pm,NYY-130,SEA+120,SEA-180,NYY+160,7.5 -110,7.5 -110,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,12:40pm,NYY-128,SEA+118,SEA-180,NYY+160,7.5 -105,7.5 -115,NYY-130,SEA+110,NYY-128,SEA-110,0167.csv
17-Apr,12:45pm,NYY-130,SEA+120,SEA-185,NYY+165,7.5 -105,7.5 -115,NYY-130,SEA+110,SEA-120,NYY+100,0167.csv
17-Apr,12:45pm,NYY-130,SEA+120,SEA-185,NYY+165,7.5 -105,7.5 -115,NYY-130,SEA+110,NYY-130,SEA-110,0167.csv
17-Apr,12:55pm,NYY-126,SEA+116,SEA-185,NYY+165,7.5 -105,7.5 -115,NYY-130,SEA+110,SEA-120,NYY+100,0167.csv
17-Apr,1:00pm,NYY-130,SEA+120,SEA-185,NYY+165,7.5 -105,7.5 -115,NYY-130,SEA+110,SEA-120,NYY+100,0167.csv
16-Apr,1:05pm,MIA-144,ATL+134,ATL-175,MIA+155,8 -115,8 -105,,,,,0168.csv
16-Apr,2:20pm,MIA-144,ATL+134,ATL-175,MIA+155,7.5 -110,7.5 -110,,,,,0168.csv
16-Apr,2:25pm,MIA-138,ATL+128,ATL-175,MIA+155,7.5 -110,7.5 -110,,,,,0168.csv
16-Apr,2:35pm,MIA-138,ATL+128,ATL-180,MIA+160,7.5 -110,7.5 -110,,,,,0168.csv
16-Apr,3:15pm,MIA-138,ATL+128,ATL-180,MIA+160,7.5 -115,7.5 -105,,,,,0168.csv
16-Apr,3:20pm,MIA-134,ATL+124,ATL-180,MIA+160,7.5 -115,7.5 -105,,,,,0168.csv
16-Apr,5:15pm,MIA-134,ATL+124,ATL-180,MIA+160,7.5 -120,7.5 +100,,,,,0168.csv
16-Apr,7:40pm,MIA-137,ATL+127,ATL-180,MIA+160,7.5 -120,7.5 +100,,,,,0168.csv
16-Apr,7:55pm,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -120,7.5 +100,,,,,0168.csv
16-Apr,11:35pm,MIA-135,ATL+125,ATL-180,MIA+160,8 -110,8 -110,,,,,0168.csv
17-Apr,2:30am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -130,7.5 +110,,,,,0168.csv
17-Apr,2:45am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -125,7.5 +105,,,,,0168.csv
17-Apr,7:10am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,,,0168.csv
17-Apr,8:05am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,,,0168.csv
17-Apr,8:50am,MIA-137,ATL+127,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,,,0168.csv
17-Apr,8:55am,MIA-137,ATL+127,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,,,0168.csv
17-Apr,9:00am,MIA-137,ATL+127,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,9:05am,MIA-137,ATL+127,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,9:20am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,9:25am,MIA-137,ATL+127,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:10am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:15am,MIA-135,ATL+125,ATL-180,MIA+160,8 -110,8 -110,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:20am,MIA-135,ATL+125,ATL-175,MIA+155,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:25am,MIA-135,ATL+125,ATL-180,MIA+160,8 -110,8 -110,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:30am,MIA-135,ATL+125,ATL-180,MIA+160,7.5 -125,7.5 +105,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:45am,MIA-135,ATL+125,ATL-180,MIA+160,8 -110,8 -110,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,10:50am,MIA-135,ATL+125,ATL-180,MIA+160,8 -110,8 -110,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,11:15am,MIA-130,ATL+120,ATL-180,MIA+160,8 -110,8 -110,MIA-140,ATL+120,ATL-115,MIA-105,0168.csv
17-Apr,11:20am,MIA-130,ATL+120,ATL-180,MIA+160,8 -110,8 -110,MIA-130,ATL+110,ATL-115,MIA-105,0168.csv
17-Apr,11:25am,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,11:25am,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-120,ATL+100,ATL-115,MIA-105,0168.csv
17-Apr,11:25am,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-130,ATL+110,ATL-115,MIA-105,0168.csv
17-Apr,11:50am,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-125,ATL+105,ATL-120,MIA+100,0168.csv
17-Apr,12:05pm,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,12:15pm,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,12:30pm,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,12:45pm,MIA-125,ATL+115,ATL-180,MIA+160,8 -105,8 -115,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,12:55pm,MIA-125,ATL+115,ATL-180,MIA+160,8 -110,8 -110,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,1:00pm,MIA-125,ATL+115,ATL-180,MIA+160,8 +100,8 -120,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
17-Apr,1:05pm,MIA-125,ATL+115,ATL-180,MIA+160,8 +100,8 -120,MIA-120,ATL+100,ATL-120,MIA+100,0168.csv
16-Apr,1:10pm,TAM-124,CHW+114,CHW-205,TAM+175,7.5 -105,7.5 -115,,,,,0169.csv
16-Apr,1:30pm,TAM-119,CHW+109,CHW-210,TAM+180,7.5 -105,7.5 -115,,,,,0169.csv
16-Apr,2:30pm,TAM-117,CHW+107,CHW-210,TAM+180,7.5 -105,7.5 -115,,,,,0169.csv
16-Apr,2:35pm,TAM-117,CHW+107,CHW-205,TAM+175,7.5 -105,7.5 -115,,,,,0169.csv
16-Apr,3:15pm,TAM-115,CHW+105,CHW-205,TAM+175,7.5 +100,7.5 -120,,,,,0169.csv
16-Apr,5:25pm,TAM-112,CHW+102,CHW-200,TAM+170,7.5 +100,7.5 -120,,,,,0169.csv
16-Apr,7:40pm,TAM-120,CHW+110,CHW-200,TAM+170,7.5 +100,7.5 -120,,,,,0169.csv
16-Apr,8:00pm,TAM-115,CHW+105,CHW-200,TAM+170,7.5 +100,7.5 -120,,,,,0169.csv
17-Apr,7:10am,TAM-115,CHW+105,CHW-200,TAM+170,7.5 +100,7.5 -120,TAM-115,CHW-105,,,0169.csv
17-Apr,7:25am,TAM-115,CHW+105,CHW-200,TAM+170,7.5 +100,7.5 -120,TAM-125,CHW+105,,,0169.csv
17-Apr,7:45am,TAM-115,CHW+105,CHW-200,TAM+170,7.5 +100,7.5 -120,TAM-120,CHW+100,,,0169.csv
17-Apr,8:05am,TAM-115,CHW+105,CHW-200,TAM+170,7.5 +100,7.5 -120,TAM-120,CHW+100,,,0169.csv
17-Apr,8:35am,TAM-115,CHW+105,CHW-200,TAM+170,7.5 +100,7.5 -120,TAM-115,CHW-105,,,0169.csv
17-Apr,8:40am,TAM-115,CHW+105,CHW-200,TAM+175,7.5 +100,7.5 -120,TAM-115,CHW-105,,,0169.csv
17-Apr,8:55am,TAM-115,CHW+105,CHW-200,TAM+175,7.5 +100,7.5 -120,TAM-115,CHW-105,,,0169.csv
17-Apr,9:00am,TAM-115,CHW+105,CHW-200,TAM+175,7.5 +110,7.5 -130,TAM-115,CHW-105,,,0169.csv
17-Apr,9:00am,TAM-115,CHW+105,CHW-200,TAM+175,7.5 +110,7.5 -130,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,9:05am,TAM-115,CHW+105,CHW-200,TAM+175,7.5 +110,7.5 -130,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,9:15am,TAM-115,CHW+105,CHW-210,TAM+175,7.5 +110,7.5 -130,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,9:20am,TAM-110,CHW+100,CHW-210,TAM+175,7.5 +110,7.5 -130,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,9:25am,TAM-110,CHW+100,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,9:30am,TAM-112,CHW+102,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,9:35am,TAM-110,CHW+100,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,10:05am,TAM-110,CHW+100,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,10:15am,TAM-110,CHW+100,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,10:35am,TAM-108,CHW-102,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,10:40am,TAM-110,CHW+100,CHW-210,TAM+175,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,10:50am,TAM-108,CHW-102,CHW-220,TAM+180,7 -110,7 -110,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,10:55am,TAM-108,CHW-102,CHW-220,TAM+180,7 -120,7 +100,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,11:00am,TAM-110,CHW+100,CHW-220,TAM+180,7 -120,7 +100,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,11:05am,TAM-108,CHW-102,CHW-220,TAM+180,7 -120,7 +100,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,11:20am,TAM-110,CHW+100,CHW-220,TAM+180,7 -120,7 +100,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,12:15pm,TAM-110,CHW+100,CHW-220,TAM+180,7 -125,7 +105,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,12:30pm,TAM-107,CHW-103,CHW-220,TAM+180,7 -125,7 +105,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,12:45pm,TAM-105,CHW-105,CHW-220,TAM+180,7 -125,7 +105,TAM-105,CHW-110,CHW-120,TAM+100,0169.csv
17-Apr,12:45pm,TAM-105,CHW-105,CHW-220,TAM+180,7 -125,7 +105,TAM-115,CHW-105,CHW-120,TAM+100,0169.csv
17-Apr,12:55pm,TAM-107,CHW-103,CHW-220,TAM+180,7 -125,7 +105,TAM-107,CHW-110,CHW-120,TAM+100,0169.csv
17-Apr,1:00pm,TAM-105,CHW-105,CHW-220,TAM+180,7.5 +100,7.5 -120,TAM-105,CHW-110,CHW-120,TAM+100,0169.csv
17-Apr,1:05pm,TAM-105,CHW-105,CHW-210,TAM+180,7 -125,7 +105,TAM-105,CHW-110,CHW-120,TAM+100,0169.csv
17-Apr,1:10pm,CHW-109,TAM-101,CHW-210,TAM+180,7 -125,7 +105,TAM-101,CHW-110,CHW-120,TAM+100,0169.csv
16-Apr,1:10pm,CLE-153,NYM+143,NYM-165,CLE+145,7.5 -110,7.5 -110,,,,,0170.csv
16-Apr,2:25pm,CLE-153,NYM+143,NYM-165,CLE+145,7.5 -105,7.5 -115,,,,,0170.csv
16-Apr,3:15pm,CLE-150,NYM+140,NYM-165,CLE+145,7.5 -105,7.5 -115,,,,,0170.csv
